,id,ini_timestamp,feat_orig_pkts_mean,feat_resp_pkts_mean,feat_orig_bytes_mean,feat_resp_bytes_mean,feat_mean_duration,feat_conn_state_dns_ratio,feat_conn_state_http_ratio,feat_conn_state_ssl_ratio,feat_conn_state_dhcp_ratio,feat_conn_state_unk_ratio,feat_conn_state_irc_ratio,feat_method_dns_ratio,feat_method_http_ratio,feat_method_ssl_ratio,feat_method_dhcp_ratio,feat_method_unk_ratio,feat_method_irc_ratio,feat_proto_tcp_ratio,feat_proto_udp_ratio,feat_proto_icmp_ratio,feat_private_conn_ratio,label,detailed_label
818,192.168.1.132,2018-10-26 03:58:37.400158976,1.0,1.0,76.0,76.0,0.27009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,Bening,Benign
593,192.168.1.200,2019-03-01 00:59:33.981529856,3.9893980848153214,0.003419972640218878,239.35088919288646,0.16484268125854992,1.57206515996922,0.0,0.0,8.549931600547196e-05,0.0,8.549931600547196e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9996580027359782,0.0003419972640218878,0.0,11696,Malicious,PartOfAHorizontalPortScan
216,192.168.1.195,2019-09-20 13:48:41.665906944,2.0,2.0,152.0,152.0,0.006412333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,Bening,Benign
555,192.168.1.200,2019-02-28 23:43:33.981529856,4.111041461448912,0.001432793050953703,246.67395003134234,0.08310199695531477,1.645471903555118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9996418017372616,0.00035819826273842574,0.0,11167,Malicious,PartOfAHorizontalPortScan
651,192.168.1.200,2019-03-01 02:55:33.981529856,4.0052564646036455,0.004069520983467571,240.32895294616364,0.1831284442560407,1.5661763345485376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9995760915642221,0.000423908435777872,0.0,11795,Malicious,PartOfAHorizontalPortScan
989,192.168.2.3,2018-09-21 13:52:22.965529856,4.333333333333333,3.6666666666666665,589.4166666666666,742.8333333333334,25.788091666666663,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.5,0.08333333333333333,12,Bening,Benign
489,192.168.1.200,2019-02-28 21:31:33.981529856,3.9836065573770494,0.003586065573770492,239.02322404371586,0.1796448087431694,1.5500632564890708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9996584699453552,0.00034153005464480874,0.0,11712,Malicious,PartOfAHorizontalPortScan
84,192.168.1.195,2019-09-20 05:18:41.665906944,2.0,2.0,152.0,152.0,0.006371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,Bening,Benign
319,192.168.1.195,2019-09-20 20:18:41.665906944,2.0,2.0,152.0,152.0,0.007745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,Bening,Benign
923,0.0.0.0,2018-09-21 11:40:22.965529856,10.0,0.0,3280.0,0.0,58.665859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,Bening,Benign
519,192.168.1.200,2019-02-28 22:31:33.981529856,3.982706002034588,0.003899626992200746,239.02000678195998,0.21617497456765006,1.5461232271956593,0.0,8.477449983045101e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9995761275008478,0.000423872499152255,0.0,11796,Malicious,PartOfAHorizontalPortScan
569,192.168.1.200,2019-03-01 00:11:33.981529856,3.984085329721493,0.0028781850503682383,239.0559553034792,0.1415389824769322,1.5497562683484296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9996613899940743,0.0003386100059256751,0.0,11813,Malicious,PartOfAHorizontalPortScan
838,192.168.1.132,2018-10-26 06:46:37.400158976,2.5,1.5,117.0,208.5,0.033229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,2,Bening,Benign
190,192.168.1.195,2019-09-20 11:54:41.665906944,2.0,2.0,152.0,152.0,0.004236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,Bening,Benign
316,192.168.1.195,2019-09-20 20:08:41.665906944,2.0,2.0,152.0,152.0,0.004496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,Bening,Benign
644,192.168.1.200,2019-03-01 02:41:33.981529856,3.992802673292777,0.009939165452831805,239.52446234255848,0.536543569531317,1.5602455332019534,0.0,0.00017136492160054837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999657270156799,0.00034272984320109673,0.0,11671,Malicious,PartOfAHorizontalPortScan
222,192.168.1.195,2019-09-20 14:08:41.665906944,2.0,0.0,152.0,0.0,3e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,Bening,Benign
771,192.168.1.132,2018-10-25 20:38:37.400158976,1.0,1.0,76.0,76.0,0.01699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,Bening,Benign
351,192.168.1.195,2019-09-20 22:22:41.665906944,2.3062810411013877e-06,2.3062810411013877e-06,0.00017527735912370546,0.00017527735912370546,8.934532753226775e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999988468594795,1.1531405205506939e-06,0.0,867197,Malicious,DDoS
824,192.168.1.132,2018-10-26 04:54:37.400158976,1.0,1.0,76.0,76.0,0.109428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,Bening,Benign
65,192.168.1.195,2019-09-20 04:10:41.665906944,2.0,0.0,152.0,0.0,4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,Bening,Benign
996,192.168.2.3,2018-09-21 14:06:22.965529856,7.0,6.0,1503.0,1882.3333333333333,100.044249,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,3,Bening,Benign
335,192.168.1.195,2019-09-20 21:28:41.665906944,2.0,2.0,152.0,152.0,0.007738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,Bening,Benign
504,192.168.1.200,2019-02-28 22:01:33.981529856,3.89911190053286,0.0026642984014209592,233.958081705151,0.12788632326820604,1.4822246331261102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9996447602131439,0.00035523978685612787,0.0,11260,Malicious,PartOfAHorizontalPortScan
826,192.168.1.132,2018-10-26 05:00:37.400158976,2.75,2.5,593.0,532.0,0.051436875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.625,0.0,8,Bening,Benign
592,192.168.1.200,2019-03-01 00:57:33.981529856,3.9998301774645495,0.0028869831026577227,239.97690413517873,0.13382015793495797,1.5718688837564745,0.0,0.0,0.0,8.491126772522713e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9996603549290991,0.00033964507090090854,0.0,11777,Malicious,PartOfAHorizontalPortScan
194,192.168.1.195,2019-09-20 12:12:41.665906944,2.0,2.0,152.0,152.0,0.004247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,Bening,Benign
797,192.168.1.132,2018-10-26 00:24:37.400158976,1.0,1.0,76.0,76.0,0.272081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,Bening,Benign
577,192.168.1.200,2019-03-01 00:27:33.981529856,3.9763049450549453,0.0027472527472527475,238.58516483516485,0.1401098901098901,1.5476585134787089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9996565934065934,0.00034340659340659343,0.0,11648,Malicious,PartOfAHorizontalPortScan
635,192.168.1.200,2019-03-01 02:23:33.981529856,3.9914148351648353,0.003949175824175824,239.48763736263737,0.18406593406593408,1.556582142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999742445054945,0.00025755494505494506,0.0,11648,Malicious,PartOfAHorizontalPortScan
565,192.168.1.200,2019-03-01 00:03:33.981529856,3.9887381622728437,0.0023888746693968093,239.33179762818872,0.12080880470949577,1.5519679055541336,0.0,0.0,8.531695247845747e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9996587321900862,0.0003412678099138299,0.0,11721,Malicious,PartOfAHorizontalPortScan
431,192.168.1.200,2019-02-28 19:35:33.981529856,3.9844524175636424,0.0039296087476507775,239.08354689902615,0.19408850162309926,1.549639591918674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9994874423372629,0.0005125576627370579,0.0,11706,Malicious,PartOfAHorizontalPortScan
179,192.168.1.195,2019-09-20 11:02:41.665906944,2.0,2.0,152.0,152.0,0.004496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,Bening,Benign
801,192.168.1.132,2018-10-26 01:00:37.400158976,2.75,2.5,591.5,532.75,0.049032124999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.625,0.0,8,Bening,Benign
91,192.168.1.195,2019-09-20 05:38:41.665906944,11174223.333333334,0.0,324052508.0,0.0,2667.250722666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,Malicious,DDoS
93,192.168.1.195,2019-09-20 05:44:41.665906944,2.0,0.0,152.0,0.0,3e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,Bening,Benign
580,192.168.1.200,2019-03-01 00:33:33.981529856,4.106513070447496,0.0031900753212228622,246.40212671688082,0.15312361541869737,1.6456359844040762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9996455471865308,0.0003544528134692069,0.0,11285,Malicious,PartOfAHorizontalPortScan
423,192.168.1.200,2019-02-28 19:19:33.981529856,3.993673050615595,0.0066689466484268125,239.60841313269495,0.42510259917920656,1.5551332125512995,0.0,8.549931600547196e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9994015047879617,0.0005984952120383037,0.0,11696,Malicious,PartOfAHorizontalPortScan
1023,0.0.0.0,2018-09-21 15:02:22.965529856,10.0,0.0,3280.0,0.0,58.433315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,Bening,Benign
195,192.168.1.195,2019-09-20 12:20:41.665906944,2.0,2.0,152.0,152.0,0.005244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,Bening,Benign
780,192.168.1.132,2018-10-25 21:54:37.400158976,1.0,1.0,76.0,76.0,0.114172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,Bening,Benign
982,192.168.2.3,2018-09-21 13:38:22.965529856,3.5454545454545454,2.6363636363636362,249.8181818181818,302.72727272727275,27.793388272727274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.5454545454545454,0.09090909090909091,11,Bening,Benign
393,192.168.1.200,2019-02-28 18:19:33.981529856,3.958318800139519,0.003139169863969306,237.5158702476456,0.15277293337983955,1.5306485276421342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9994768050226718,0.0005231949773282176,0.0,11468,Malicious,PartOfAHorizontalPortScan
32,192.168.1.195,2019-09-20 02:22:41.665906944,2.0,0.0,152.0,0.0,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,Bening,Benign
507,192.168.1.200,2019-02-28 22:07:33.981529856,3.990642279880902,0.005444491705657167,239.36809868141216,0.26354742662696723,1.554928836750319,0.0,8.507018290089324e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9996597192683965,0.00034028073160357296,0.0,11755,Malicious,PartOfAHorizontalPortScan
156,192.168.1.195,2019-09-20 09:26:41.665906944,12.0,12.0,912.0,912.0,10.007166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,Bening,Benign
941,0.0.0.0,2018-09-21 12:16:22.965529856,10.0,0.0,3280.0,0.0,58.640176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,Bening,Benign
675,192.168.1.200,2019-03-01 03:43:33.981529856,3.9862909367859864,0.002030972328002031,239.1882880595752,0.10154861640010154,1.550209615469239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9996615046119997,0.0003384953880003385,0.0,11817,Malicious,PartOfAHorizontalPortScan
16,192.168.1.195,2019-09-20 01:20:41.665906944,2.0,2.0,152.0,152.0,0.004496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,Bening,Benign
576,192.168.1.200,2019-03-01 00:25:33.981529856,3.9957250341997264,0.002051983584131327,239.72708618331055,0.11080711354309165,1.5664091979309167,0.0,0.0,0.0,8.549931600547196e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9996580027359782,0.0003419972640218878,0.0,11696,Malicious,PartOfAHorizontalPortScan
53,192.168.1.195,2019-09-20 03:34:41.665906944,2.0,2.0,152.0,152.0,0.006749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,Bening,Benign
28,192.168.1.195,2019-09-20 02:06:41.665906944,2.0,2.0,152.0,152.0,0.007161000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,Bening,Benign
136,192.168.1.195,2019-09-20 08:06:41.665906944,2.0,0.0,152.0,0.0,3e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,Bening,Benign
415,192.168.1.200,2019-02-28 19:03:33.981529856,4.006142820578449,0.0023888746693968093,240.39587065950005,0.13855473082501493,1.5647137708386656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9991468304752155,0.0008531695247845747,0.0,11721,Malicious,PartOfAHorizontalPortScan
111,192.168.1.195,2019-09-20 06:42:41.665906944,2.0,0.0,152.0,0.0,3e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,Bening,Benign
166,192.168.1.195,2019-09-20 10:04:41.665906944,2.0,2.0,152.0,152.0,0.007498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,Bening,Benign
142,192.168.1.195,2019-09-20 08:28:41.665906944,2.0,0.0,152.0,0.0,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,Bening,Benign
72,192.168.1.195,2019-09-20 04:40:41.665906944,2.0,0.0,152.0,0.0,4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,Bening,Benign
92,192.168.1.195,2019-09-20 05:40:41.665906944,2.0,0.0,152.0,0.0,3e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,Bening,Benign
924,192.168.2.3,2018-09-21 11:42:22.965529856,4.846153846153846,4.0,1157.6923076923076,740.0769230769231,46.22549415384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38461538461538464,0.5384615384615384,0.07692307692307693,13,Bening,Benign
1011,192.168.2.3,2018-09-21 14:36:22.965529856,7.666666666666667,6.666666666666667,1623.0,2057.0,100.02189766666667,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,3,Bening,Benign
912,0.0.0.0,2018-09-21 11:18:22.965529856,10.0,0.0,3280.0,0.0,59.843658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,Bening,Benign
488,192.168.1.200,2019-02-28 21:29:33.981529856,3.9197875166002656,0.0033643204957945995,235.17379371403277,0.16290393979637008,1.5105805068614435,0.0,0.0,0.0,8.853474988933157e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9996458610004427,0.0003541389995573263,0.0,11295,Malicious,PartOfAHorizontalPortScan
823,192.168.1.132,2018-10-26 04:50:37.400158976,1.0,1.0,76.0,76.0,0.016985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,Bening,Benign
987,192.168.2.3,2018-09-21 13:48:22.965529856,2.9166666666666665,2.4166666666666665,234.83333333333334,262.25,25.064271750000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5833333333333334,0.08333333333333333,12,Bening,Benign
558,192.168.1.200,2019-02-28 23:49:33.981529856,3.9017959833672475,0.002123330089356808,234.1219145359639,0.1040431743784836,1.4839178177475008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9995576395647173,0.0004423604352826683,0.0,11303,Malicious,PartOfAHorizontalPortScan
614,192.168.1.200,2019-03-01 01:41:33.981529856,3.980035833120041,0.005801552768535108,238.86562579984644,0.2812046753689958,1.546679568978756,0.0,8.531695247845747e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9996587321900862,0.0003412678099138299,0.0,11721,Malicious,PartOfAHorizontalPortScan
420,192.168.1.200,2019-02-28 19:13:33.981529856,3.930729810920657,0.007068386640749249,236.02968722389116,0.4986746775048595,1.5114686377451847,0.0,8.835483300936562e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9994698710019438,0.0005301289980561937,0.0,11318,Malicious,PartOfAHorizontalPortScan
502,192.168.1.200,2019-02-28 21:57:33.981529856,3.97644247183339,0.0025606008876749744,238.600204848071,0.12700580402867873,1.5437689749914645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9995732331853875,0.00042676681461249576,0.0,11716,Malicious,PartOfAHorizontalPortScan
631,192.168.1.200,2019-03-01 02:15:33.981529856,3.971852741783232,0.003775851712005492,238.3221488028834,0.17574873423152837,1.53654016176092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999656740753454,0.00034325924654595385,0.0,11653,Malicious,PartOfAHorizontalPortScan
384,192.168.1.195,2019-09-21 00:08:41.665906944,2.0,0.0,152.0,0.0,4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,Bening,Benign
418,192.168.1.200,2019-02-28 19:09:33.981529856,3.9833375839496727,0.002380345150046757,239.02745898155231,0.13193913117402023,1.5465453865510497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9991498767321262,0.0008501232678738418,0.0,11763,Malicious,PartOfAHorizontalPortScan
207,192.168.1.195,2019-09-20 13:04:41.665906944,2.0,2.0,152.0,152.0,0.004483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,Bening,Benign
83,192.168.1.195,2019-09-20 05:16:41.665906944,2.0,2.0,152.0,152.0,0.005247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,Bening,Benign
223,192.168.1.195,2019-09-20 14:10:41.665906944,2.0,0.0,152.0,0.0,3e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,Bening,Benign
339,192.168.1.195,2019-09-20 21:44:41.665906944,2.0,2.0,152.0,152.0,0.007999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,Bening,Benign
120,192.168.1.195,2019-09-20 07:12:41.665906944,2.0,2.0,152.0,152.0,0.004488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,Bening,Benign
952,192.168.2.3,2018-09-21 12:38:22.965529856,3.8,3.1,306.6,333.0,30.1034797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.1,10,Bening,Benign
147,192.168.1.195,2019-09-20 08:50:41.665906944,2.0,0.0,152.0,0.0,2.333333333333333e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,Bening,Benign
536,192.168.1.200,2019-02-28 23:05:33.981529856,3.892382321236076,0.002874595759971254,233.55443765720446,0.14301113905856988,1.476376318630974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9996406755300036,0.00035932446999640676,0.0,11132,Malicious,PartOfAHorizontalPortScan
784,192.168.1.132,2018-10-25 22:46:37.400158976,2.5,2.0,117.0,228.5,0.1068165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,2,Bening,Benign
48,192.168.1.195,2019-09-20 03:16:41.665906944,2.0,0.0,152.0,0.0,2.6666666666666664e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,Bening,Benign
868,0.0.0.0,2018-09-21 09:50:22.965529856,12.0,0.0,3939.0,0.0,58.447015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,Bening,Benign
496,192.168.1.200,2019-02-28 21:45:33.981529856,3.9459877870473896,0.001376107336372237,236.77302829620712,0.07981422550958975,1.5186473844499873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9995699664573837,0.0004300335426163241,0.0,11627,Malicious,PartOfAHorizontalPortScan
192,192.168.1.195,2019-09-20 12:04:41.665906944,2.0,2.0,152.0,152.0,0.0077475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,Bening,Benign
842,192.168.1.132,2018-10-26 07:16:37.400158976,2.5,1.5,117.0,208.5,0.06558649999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,2,Bening,Benign
641,192.168.1.200,2019-03-01 02:35:33.981529856,4.01844350598983,0.011376368180642938,241.02507972076188,0.6491424631560804,1.586670325088339,0.0,0.00017236921485822633,0.0,8.618460742911317e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997414461777127,0.00025855382228733947,0.0,11603,Malicious,PartOfAHorizontalPortScan
58,192.168.1.195,2019-09-20 03:50:41.665906944,2.0,0.0,152.0,0.0,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,Bening,Benign
322,192.168.1.195,2019-09-20 20:34:41.665906944,2.0,0.0,152.0,0.0,4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,Bening,Benign
760,192.168.1.132,2018-10-25 19:00:37.400158976,2.875,2.625,598.0,536.0,0.066899875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.625,0.0,8,Bening,Benign
454,192.168.1.200,2019-02-28 20:21:33.981529856,3.886248331108144,0.0028482421005785494,233.18273253226525,0.13386737872719182,1.4735681343124165,0.0,0.0,8.900756564307967e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9996439697374276,0.00035603026257231867,0.0,11235,Malicious,PartOfAHorizontalPortScan
199,192.168.1.195,2019-09-20 12:36:41.665906944,2.0,2.0,152.0,152.0,0.005247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,Bening,Benign
581,192.168.1.200,2019-03-01 00:35:33.981529856,3.9856054191363253,0.004233700254022015,239.14987298899237,0.1937341236240474,1.548755213801863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9995766299745978,0.0004233700254022015,0.0,11810,Malicious,PartOfAHorizontalPortScan
515,192.168.1.200,2019-02-28 22:23:33.981529856,3.9892436400887825,0.00375618917534574,239.41642479084857,0.20334642308348985,1.5527687716407717,0.0,8.536793580331228e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9995731603209834,0.0004268396790165614,0.0,11714,Malicious,PartOfAHorizontalPortScan
254,192.168.1.195,2019-09-20 16:18:41.665906944,2.0,2.0,152.0,152.0,0.004748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,Bening,Benign
252,192.168.1.195,2019-09-20 16:10:41.665906944,2.0,2.0,152.0,152.0,0.0066265000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,Bening,Benign
630,192.168.1.200,2019-03-01 02:13:33.981529856,3.8915803692030617,0.0028815848716794235,233.47032868077443,0.14407924358397117,1.4872793478613238,0.0,9.004952723998198e-05,0.0,9.004952723998198e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9996398018910401,0.00036019810895992794,0.0,11105,Malicious,PartOfAHorizontalPortScan
524,192.168.1.200,2019-02-28 22:41:33.981529856,4.096869146374097,0.0021407546160021407,245.82356614039782,0.1048969761841049,1.6377083726696995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9996432075639996,0.0003567924360003568,0.0,11211,Malicious,PartOfAHorizontalPortScan
